Hướng nhà,Hướng ban công,Loại tin,Area Range,Diện Tích,Giá,Triệu/m2,Ngày đăng,Số Phòng Ngủ,Số Nhà Vệ Sinh,Quận,Giá Đề Xuất,Đường,Số Căn Hộ,Chủ Đầu Tư,Trạng Thái,Full_Address,Latitude,Longitude
,,Tin thường,"(83.769, 102.962]",85.0,23.0,27.1,2024-10-22,6.0,5.0,quận 10,133900.0,trần thiện chánh,,cá nhân/môi giới,Đã bàn giao,"trần thiện chánh, quận 10, Hồ Chí Minh, Vietnam",10.767622,106.66706
,,Tin thường,"(198.923, 218.115]",200.0,55.0,27.5,2024-10-24,7.0,7.0,quận 3,247100.0,lê văn sỹ,,cá nhân/môi giới,Đã bàn giao,"lê văn sỹ, quận 3, Hồ Chí Minh, Vietnam",10.796471,106.66531
,,Tin thường,"(102.962, 122.154]",103.0,8.5,8.3,2024-10-24,2.0,4.0,bình thạnh,141800.0,nơ trang long,,cá nhân/môi giới,Đã bàn giao,"nơ trang long, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
Tây - Bắc,Tây - Bắc,Tin thường,"(122.154, 141.346]",126.0,18.5,14.7,2024-10-24,5.0,5.0,quận 6,92683.33333333333,,,cá nhân/môi giới,Đã bàn giao,", quận 6, Hồ Chí Minh, Vietnam",10.746751,106.649618
Đông - Nam,,Tin thường,"(102.962, 122.154]",110.0,8.2,7.5,2024-10-24,5.0,5.0,quận 9,59327.65113974232,,,Công ty Cổ phần Kiến Á,Đang cập nhật tiến độ,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(45.385, 64.577]",51.3,8.8,17.2,2024-10-24,5.0,5.0,bình thạnh,107700.0,phan văn trị,,cá nhân/môi giới,Đã bàn giao,"phan văn trị, bình thạnh, Hồ Chí Minh, Vietnam",10.82949,106.682092
,,Tin thường,"(218.115, 237.308]",220.0,113.5,51.6,2024-10-24,5.0,5.0,tân phú,77800.0,tân thành,,cá nhân/môi giới,Đã bàn giao,"tân thành, tân phú, Hồ Chí Minh, Vietnam",10.792113,106.633997
,,Tin thường,"(45.385, 64.577]",64.0,5.3,8.3,2024-10-24,4.0,5.0,quận 7,129600.0,đường n,,cá nhân/môi giới,Đã bàn giao,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Đông - Nam,,Tin thường,"(45.385, 64.577]",49.0,10.5,21.4,2024-10-21,6.0,5.0,quận 11,121000.0,trần quý,,cá nhân/môi giới,Đã bàn giao,"trần quý, quận 11, Hồ Chí Minh, Vietnam",10.794419,106.623132
,,Tin thường,"(64.577, 83.769]",82.0,9.4,11.5,2024-10-24,4.0,3.0,tân bình,93300.0,đất thánh,,cá nhân/môi giới,Đã bàn giao,"đất thánh, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(198.923, 218.115]",216.0,45.0,20.8,2024-10-24,4.0,3.0,phú nhuận,133500.0,phổ quang,,cá nhân/môi giới,Đã bàn giao,"phổ quang, phú nhuận, Hồ Chí Minh, Vietnam",10.799478,106.680164
,,Tin thường,"(83.769, 102.962]",86.1,20.0,23.2,2024-10-24,3.0,3.0,bình thạnh,166100.0,xô viết nghệ tĩnh,,cá nhân/môi giới,Đã bàn giao,"xô viết nghệ tĩnh, bình thạnh, Hồ Chí Minh, Vietnam",10.796923,106.71135
,,Tin thường,"(179.731, 198.923]",195.0,31.0,15.9,2024-10-24,3.0,3.0,tân phú,85100.0,thạch lam,,cá nhân/môi giới,Đã bàn giao,"thạch lam, tân phú, Hồ Chí Minh, Vietnam",10.79299,106.628352
Tây - Nam,Đông - Bắc,Tin thường,"(64.577, 83.769]",71.0,2.5,3.5,2024-10-24,2.0,2.0,thủ đức,48600.0,bình chiểu,,Đang cập nhật,Đã bàn giao,"bình chiểu, thủ đức, Hồ Chí Minh, Vietnam",10.877462,106.731942
,,Tin thường,"(160.538, 179.731]",179.0,68.0,38.0,2024-10-21,2.0,2.0,quận 2,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,Đông - Nam,Tin thường,"(122.154, 141.346]",135.0,24.9,18.4,2024-10-24,3.0,3.0,quận 2,59327.65113974232,,,Công ty GS Engineering & Construction,23/7/2023 mở bán tiếp GĐ2,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Tây - Bắc,,Tin thường,"(198.923, 218.115]",200.0,26.8,13.4,2024-10-24,3.0,3.0,quận 9,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(64.577, 83.769]",72.0,3.5,4.9,2024-10-24,2.0,2.0,tân phú,129600.0,lũy bán bích,,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Đã bàn giao,"lũy bán bích, tân phú, Hồ Chí Minh, Vietnam",10.7771,106.634947
Nam,Nam,Tin thường,"(122.154, 141.346]",130.0,7.0,5.4,2024-10-24,3.0,3.0,quận 5,181700.0,hồng bàng,,Tổng công ty Địa ốc Sài Gòn Resco,Đã bàn giao,"hồng bàng, quận 5, Hồ Chí Minh, Vietnam",10.756226,106.666287
,,Tin thường,"(141.346, 160.538]",153.0,38.0,24.8,2024-10-24,5.0,6.0,quận 3,247100.0,lê văn sỹ,,cá nhân/môi giới,Đã bàn giao,"lê văn sỹ, quận 3, Hồ Chí Minh, Vietnam",10.796471,106.66531
,,Tin thường,"(26.192, 45.385]",45.0,7.89,17.5,2024-10-24,5.0,6.0,bình thạnh,113400.0,ngô tất tố,,cá nhân/môi giới,Đã bàn giao,"ngô tất tố, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,,Tin thường,"(64.577, 83.769]",80.0,16.5,20.6,2024-10-24,5.0,6.0,bình thạnh,145800.0,nguyễn văn thương,,cá nhân/môi giới,Đã bàn giao,"nguyễn văn thương, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
Nam,,Tin thường,"(218.115, 237.308]",231.0,11.55,5.0,2024-10-24,5.0,6.0,quận 9,66200.0,nguyễn duy trinh,,Công ty CP Đầu tư và Dịch vụ Tp.HCM - Invesco,Đã bàn giao,"nguyễn duy trinh, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
Đông - Nam,,Tin thường,"(64.577, 83.769]",67.57,3.5,5.2,2024-10-24,2.0,2.0,quận 6,104200.0,nguyễn văn luông,,Công ty TNHH Gotec Việt Nam,Đã bàn giao,"nguyễn văn luông, quận 6, Hồ Chí Minh, Vietnam",10.746751,106.649618
,,Tin thường,"(83.769, 102.962]",85.5,4.17,4.9,2024-10-24,8.0,8.0,bình thạnh,179800.0,điện biên phủ,,cá nhân/môi giới,Đã bàn giao,"điện biên phủ, bình thạnh, Hồ Chí Minh, Vietnam",10.801532,106.714236
,,Tin thường,"(83.769, 102.962]",86.0,6.0,7.0,2024-10-24,2.0,2.0,bình tân,45781.513083048914,,,cá nhân/môi giới,Đã bàn giao,", bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
,,Tin thường,"(141.346, 160.538]",145.0,21.5,14.8,2024-10-24,3.0,2.0,quận 2,132000.0,mai chí thọ,,Công ty TNHH Keppel Land Việt Nam,"Đã bàn giao phân khu Linden, Tilia, Cove","mai chí thọ, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(45.385, 64.577]",58.0,4.0,6.9,2024-10-24,3.0,2.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
,,Tin thường,"(83.769, 102.962]",97.4,20.5,21.0,2024-10-24,3.0,2.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
,,Tin thường,"(102.962, 122.154]",110.0,0.79,0.7,2024-10-24,3.0,2.0,nhà bè,40100.0,đào tông nguyên,,cá nhân/môi giới,Đã bàn giao,"đào tông nguyên, nhà bè, Hồ Chí Minh, Vietnam",10.696773,106.739378
,,Tin thường,"(141.346, 160.538]",160.0,30.0,18.8,2024-10-24,3.0,2.0,tân phú,74354.52755905512,,,cá nhân/môi giới,Đã bàn giao,", tân phú, Hồ Chí Minh, Vietnam",10.79299,106.628352
,,Tin thường,"(141.346, 160.538]",148.0,8.0,5.4,2024-10-21,3.0,2.0,thủ đức,41300.0,đường số 8,,cá nhân/môi giới,Đã bàn giao,"đường số 8, thủ đức, Hồ Chí Minh, Vietnam",10.829355,106.761905
,,Tin thường,"(64.577, 83.769]",75.0,4.1,5.5,2024-10-24,2.0,1.0,quận 2,59327.65113974232,,,Công ty Cổ phần Daewon,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(122.154, 141.346]",130.0,16.79,12.9,2024-10-24,4.0,5.0,quận 12,63800.0,nguyễn ảnh thủ,,cá nhân/môi giới,Đã bàn giao,"nguyễn ảnh thủ, quận 12, Hồ Chí Minh, Vietnam",10.859068,106.612308
,,Tin thường,"(102.962, 122.154]",115.4,11.5,10.0,2024-10-24,2.0,1.0,thủ đức,43700.0,linh trung,,cá nhân/môi giới,Đã bàn giao,"linh trung, thủ đức, Hồ Chí Minh, Vietnam",10.859603,106.779813
,,Tin thường,"(64.577, 83.769]",70.0,3.46,4.9,2024-10-24,2.0,2.0,quận 9,59327.65113974232,,,Tập đoàn Vingroup,6/7/2023: Mở bán đợt 1,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,Đông - Nam,Tin thường,"(45.385, 64.577]",54.83,7.5,13.7,2024-10-24,1.0,1.0,quận 2,120700.0,"nguyễn văn hưởng, phường thảo điền",,Công ty Cổ phần Đầu tư Bất động sản SIC,Bàn giao ngày 2/8/2023,"nguyễn văn hưởng, phường thảo điền, quận 2, Hồ Chí Minh, Vietnam",10.803395,106.732687
,,Tin thường,"(26.192, 45.385]",35.3,15.5,43.9,2024-10-24,2.0,3.0,quận 1,145400.0,trần khắc chân,,cá nhân/môi giới,Đã bàn giao,"trần khắc chân, quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
Nam,Nam,Tin thường,"(102.962, 122.154]",120.0,5.15,4.3,2024-10-24,3.0,2.0,bình tân,28400.0,"đường số 3, phường bình hưng hòa",,cá nhân/môi giới,Đã bàn giao,"đường số 3, phường bình hưng hòa, bình tân, Hồ Chí Minh, Vietnam",10.802834,106.606234
,,Tin thường,"(83.769, 102.962]",85.0,3.7,4.4,2024-10-24,3.0,2.0,tân phú,74354.52755905512,,,Novaland Group,Đã bàn giao,", tân phú, Hồ Chí Minh, Vietnam",10.79299,106.628352
,,Tin thường,"(83.769, 102.962]",100.0,13.5,13.5,2024-10-21,3.0,2.0,quận 2,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(64.577, 83.769]",67.0,8.7,13.0,2024-10-24,7.0,2.0,bình thạnh,129600.0,nguyễn văn đậu,,cá nhân/môi giới,Đã bàn giao,"nguyễn văn đậu, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,,Tin thường,"(198.923, 218.115]",200.0,30.0,15.0,2024-10-24,5.0,4.0,quận 10,188600.0,nguyễn tri phương,,cá nhân/môi giới,Đã bàn giao,"nguyễn tri phương, quận 10, Hồ Chí Minh, Vietnam",10.764446,106.662585
,,Tin thường,"(83.769, 102.962]",100.0,18.0,18.0,2024-10-29,4.0,4.0,quận 2,59327.65113974232,,,Công ty Quản lý và Phát triển Nhà Quận 2,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(64.577, 83.769]",76.8,3.15,4.1,2024-10-21,5.0,5.0,bình thạnh,105035.10638297872,,,cá nhân/môi giới,Đã bàn giao,", bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
Tây - Nam,,Tin thường,"(45.385, 64.577]",54.4,11.0,20.2,2024-10-21,2.0,1.0,quận 2,42950.0,đường số 4,,cá nhân/môi giới,Đã bàn giao,"đường số 4, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(45.385, 64.577]",50.0,6.95,13.9,2024-10-24,4.0,3.0,bình thạnh,153900.0,bùi hữu nghĩa,,cá nhân/môi giới,Đã bàn giao,"bùi hữu nghĩa, bình thạnh, Hồ Chí Minh, Vietnam",10.775158,106.665833
,,Tin thường,"(218.115, 237.308]",224.1,100.0,44.6,2024-10-24,4.0,3.0,tân bình,126000.0,cửu long,,cá nhân/môi giới,Đã bàn giao,"cửu long, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
Đông - Nam,Đông - Nam,Tin thường,"(45.385, 64.577]",54.0,3.85,7.1,2024-10-24,2.0,3.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
,,Tin thường,"(45.385, 64.577]",59.5,10.2935,17.3,2024-10-24,2.0,3.0,tân phú,77800.0,tân thành,,cá nhân/môi giới,Đã bàn giao,"tân thành, tân phú, Hồ Chí Minh, Vietnam",10.792113,106.633997
,,Tin thường,"(45.385, 64.577]",50.0,1.75,3.5,2024-10-22,1.0,1.0,quận 9,45400.0,gò cát,,Đang cập nhật,Đã bàn giao,"gò cát, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(45.385, 64.577]",48.0,4.2,8.8,2024-10-26,2.0,2.0,tân phú,121500.0,tân sơn nhì,,cá nhân/môi giới,Đã bàn giao,"tân sơn nhì, tân phú, Hồ Chí Minh, Vietnam",10.798443,106.631692
Đông - Bắc,,Tin thường,"(64.577, 83.769]",75.0,4.65,6.2,2024-10-24,2.0,2.0,quận 4,164700.0,bến vân đồn,,Novaland Group,Đã bàn giao,"bến vân đồn, quận 4, Hồ Chí Minh, Vietnam",10.760991,106.707458
Nam,Nam,Tin thường,"(102.962, 122.154]",117.0,8.9,7.6,2024-10-24,4.0,3.0,bình tân,64700.0,tân hòa đông,,cá nhân/môi giới,Đã bàn giao,"tân hòa đông, bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
,,Tin thường,"(45.385, 64.577]",56.4,19.0,33.7,2024-10-24,4.0,3.0,quận 1,138500.0,hoàng sa,,cá nhân/môi giới,Đã bàn giao,"hoàng sa, quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
,,Tin thường,"(64.577, 83.769]",81.4,5.8,7.1,2024-10-28,3.0,3.0,quận 9,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(26.192, 45.385]",40.0,7.4,18.5,2024-10-24,4.0,3.0,bình thạnh,73700.0,nguyễn thượng hiền,,cá nhân/môi giới,Đã bàn giao,"nguyễn thượng hiền, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
Đông,Tây,Tin thường,"(45.385, 64.577]",63.0,3.4,5.4,2024-10-22,2.0,1.0,tân phú,72900.0,sơn kỳ,,Công ty Cổ phần Gamuda Land Việt Nam,Đã bàn giao,"sơn kỳ, tân phú, Hồ Chí Minh, Vietnam",10.798689,106.617306
Đông - Nam,Đông - Nam,Tin thường,"(45.385, 64.577]",56.0,8.8,15.7,2024-10-24,4.0,3.0,tân bình,96400.0,ni sư huỳnh liên,,cá nhân/môi giới,Đã bàn giao,"ni sư huỳnh liên, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(102.962, 122.154]",119.0,45.0,37.8,2024-10-24,4.0,3.0,quận 1,450800.0,hai bà trưng,,cá nhân/môi giới,Đã bàn giao,"hai bà trưng, quận 1, Hồ Chí Minh, Vietnam",10.787643,106.692079
,,Tin thường,"(45.385, 64.577]",54.0,16.5,30.6,2024-10-24,7.0,5.0,quận 10,159200.0,sư vạn hạnh,,cá nhân/môi giới,Đã bàn giao,"sư vạn hạnh, quận 10, Hồ Chí Minh, Vietnam",10.772984,106.669106
,,Tin thường,"(64.577, 83.769]",78.0,3.5,4.5,2024-10-24,2.0,2.0,bình chánh,49800.0,nguyễn văn linh,,Công ty CP Đầu tư Nam Long,Đang mở bán,"nguyễn văn linh, bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
Tây - Bắc,Đông - Nam,Tin thường,"(102.962, 122.154]",103.0,8.3,8.1,2024-10-24,2.0,2.0,quận 2,66200.0,đồng văn cống,1127.0,CapitaLand Development (Việt Nam),Đã bàn giao,"đồng văn cống, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(102.962, 122.154]",105.0,4.2,4.0,2024-10-24,3.0,2.0,tân phú,97200.0,âu cơ,,Công ty TNHH BĐS Đông Phương Phát,Đã bàn giao,"âu cơ, tân phú, Hồ Chí Minh, Vietnam",10.79299,106.628352
,,Tin thường,"(83.769, 102.962]",88.0,15.0,17.0,2024-10-24,3.0,3.0,quận 10,100000.0,hương giang,,cá nhân/môi giới,Đã bàn giao,"hương giang, quận 10, Hồ Chí Minh, Vietnam",10.767622,106.66706
Đông - Nam,Tây - Bắc,Tin thường,"(83.769, 102.962]",85.0,7.25,8.5,2024-10-24,2.0,2.0,quận 2,66200.0,đồng văn cống,1127.0,CapitaLand Development (Việt Nam),Đã bàn giao,"đồng văn cống, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(64.577, 83.769]",74.0,3.2,4.3,2024-10-24,2.0,2.0,quận 11,210600.0,lý thường kiệt,,Công ty CP Bất động sản Tân Phước,Đã bàn giao,"lý thường kiệt, quận 11, Hồ Chí Minh, Vietnam",10.769427,106.657503
,,Tin thường,"(179.731, 198.923]",185.0,15.0,8.1,2024-10-24,8.0,6.0,quận 10,176500.0,thành thái,,cá nhân/môi giới,Đã bàn giao,"thành thái, quận 10, Hồ Chí Minh, Vietnam",10.754936,106.67939
,,Tin thường,"(6.75, 26.192]",20.0,0.79,4.0,2024-10-24,8.0,6.0,hóc môn,20194.915254237287,,,cá nhân/môi giới,Đã bàn giao,", hóc môn, Hồ Chí Minh, Vietnam",10.887474,106.592002
,,Tin thường,"(83.769, 102.962]",90.0,3.6,4.0,2024-10-24,2.0,2.0,quận 2,59327.65113974232,,,Công ty CP Đầu tư Xây dựng và Kinh doanh nhà Sài Gòn,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(64.577, 83.769]",72.0,3.26,4.5,2024-10-24,2.0,2.0,bình chánh,49800.0,nguyễn văn linh,,Công ty CP Đầu tư Nam Long,Đang mở bán,"nguyễn văn linh, bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
,,Tin thường,"(64.577, 83.769]",83.0,7.0,8.4,2024-10-24,2.0,2.0,bình thạnh,166100.0,xô viết nghệ tĩnh,,cá nhân/môi giới,Đã bàn giao,"xô viết nghệ tĩnh, bình thạnh, Hồ Chí Minh, Vietnam",10.796923,106.71135
,,Tin thường,"(160.538, 179.731]",162.0,8.75,5.4,2024-10-24,3.0,3.0,quận 7,129600.0,đường n,,Novaland Group,Đã bàn giao,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Đông,Đông - Nam,Tin thường,"(64.577, 83.769]",80.0,4.1,5.1,2024-10-24,2.0,2.0,nhà bè,52500.0,nguyễn hữu thọ,,Công ty TNHH Keppel Land Việt Nam,Đang mở bán,"nguyễn hữu thọ, nhà bè, Hồ Chí Minh, Vietnam",10.696773,106.739378
,,Tin thường,"(45.385, 64.577]",60.0,5.7,9.5,2024-10-24,4.0,5.0,tân bình,224600.0,lý thường kiệt,,cá nhân/môi giới,Đã bàn giao,"lý thường kiệt, tân bình, Hồ Chí Minh, Vietnam",10.783832,106.654342
,,Tin thường,"(64.577, 83.769]",80.0,32.0,40.0,2024-10-24,4.0,5.0,quận 1,278600.0,bùi thị xuân,,cá nhân/môi giới,Đã bàn giao,"bùi thị xuân, quận 1, Hồ Chí Minh, Vietnam",10.769581,106.688006
,,Tin thường,"(45.385, 64.577]",60.0,15.0,25.0,2024-10-24,1.0,1.0,quận 2,120700.0,lương định của,,Đang cập nhật,Mở bán đợt 1: 13/11/2022,"lương định của, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(122.154, 141.346]",126.0,22.0,17.5,2024-10-24,1.0,1.0,nhà bè,52500.0,nguyễn hữu thọ,,Công ty GS Engineering & Construction,12/2022: bàn giao phân khu River County 1,"nguyễn hữu thọ, nhà bè, Hồ Chí Minh, Vietnam",10.696773,106.739378
,,Tin thường,"(26.192, 45.385]",38.0,0.6,1.6,2024-10-24,1.0,1.0,bình tân,45781.513083048914,,,Công ty TNHH Thương mại - Xây dựng Lê Thành,Đã bàn giao,", bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
,,Tin thường,"(83.769, 102.962]",86.0,5.4,6.3,2024-10-20,3.0,2.0,quận 7,129600.0,đường n,,Công ty CP Đầu tư và Xây dựng Xuân Mai,"30/8/2022: động thổ xây 1300 căn NOXH, phân khu MR1","đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Đông,Đông,Tin thường,"(102.962, 122.154]",112.0,7.95,7.1,2024-10-23,5.0,6.0,quận 12,60800.0,nguyễn văn quá,,cá nhân/môi giới,Đã bàn giao,"nguyễn văn quá, quận 12, Hồ Chí Minh, Vietnam",10.861721,106.661096
,,Tin thường,"(64.577, 83.769]",65.0,17.9,27.5,2024-10-24,4.0,5.0,phú nhuận,158200.0,hồ văn huê,,cá nhân/môi giới,Đã bàn giao,"hồ văn huê, phú nhuận, Hồ Chí Minh, Vietnam",10.799478,106.680164
,,Tin thường,"(83.769, 102.962]",90.0,3.29,3.7,2024-10-21,4.0,4.0,quận 5,137900.0,trần phú,,cá nhân/môi giới,Đã bàn giao,"trần phú, quận 5, Hồ Chí Minh, Vietnam",10.782069,106.628678
,,Tin thường,"(83.769, 102.962]",95.0,39.9,42.0,2024-10-24,4.0,4.0,quận 1,320900.0,trần hưng đạo,,cá nhân/môi giới,Đã bàn giao,"trần hưng đạo, quận 1, Hồ Chí Minh, Vietnam",10.775055,106.706325
,,Tin thường,"(45.385, 64.577]",55.9,11.9,21.3,2024-10-24,4.0,4.0,quận 3,247100.0,lê văn sỹ,,cá nhân/môi giới,Đã bàn giao,"lê văn sỹ, quận 3, Hồ Chí Minh, Vietnam",10.796471,106.66531
,,Tin thường,"(64.577, 83.769]",67.0,4.3,6.4,2024-10-21,4.0,4.0,quận 9,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(102.962, 122.154]",120.0,1.08,0.9,2024-10-24,4.0,4.0,củ chi,8990.760869565218,,,cá nhân/môi giới,Đã bàn giao,", củ chi, Hồ Chí Minh, Vietnam",10.973198,106.494733
,,Tin thường,"(83.769, 102.962]",87.0,6.438,7.4,2024-10-21,4.0,5.0,quận 7,129600.0,đường g,,cá nhân/môi giới,Đã bàn giao,"đường g, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(45.385, 64.577]",52.0,1.89,3.6,2024-10-24,2.0,3.0,quận 5,111700.0,võ trường toản,,cá nhân/môi giới,Đã bàn giao,"võ trường toản, quận 5, Hồ Chí Minh, Vietnam",10.756226,106.666287
,,Tin thường,"(218.115, 237.308]",227.0,1.38,0.6,2024-10-24,2.0,3.0,hóc môn,13500.0,tân hiệp 8,,cá nhân/môi giới,Đã bàn giao,"tân hiệp 8, hóc môn, Hồ Chí Minh, Vietnam",10.903686,106.592278
Đông - Bắc,,Tin thường,"(45.385, 64.577]",55.3,3.2,5.8,2024-10-24,2.0,3.0,thủ đức,48600.0,bình chiểu,,cá nhân/môi giới,Đã bàn giao,"bình chiểu, thủ đức, Hồ Chí Minh, Vietnam",10.877462,106.731942
,,Tin thường,"(122.154, 141.346]",130.0,5.7,4.4,2024-10-24,2.0,3.0,bình tân,33800.0,sinco,,cá nhân/môi giới,Đã bàn giao,"sinco, bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
Nam,Nam,Tin thường,"(64.577, 83.769]",68.0,11.5,16.9,2024-10-24,2.0,2.0,quận 7,80628.373015873,,,cá nhân/môi giới,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Đông,Đông,Tin thường,"(160.538, 179.731]",168.0,16.5,9.8,2024-10-24,2.0,2.0,nhà bè,52500.0,nguyễn hữu thọ,,Công ty CP Địa ốc Phú Long,Đã bàn giao,"nguyễn hữu thọ, nhà bè, Hồ Chí Minh, Vietnam",10.696773,106.739378
,,Tin thường,"(45.385, 64.577]",46.0,0.8,1.7,2024-10-24,2.0,1.0,bình chánh,25803.571428571428,,,Công ty TNHH Thương mại - Xây dựng Lê Thành,Đang cập nhật tiến độ,", bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
,,Tin thường,"(64.577, 83.769]",81.0,12.51,15.4,2024-10-24,2.0,2.0,quận 2,59327.65113974232,,646.0,Đang cập nhật,Đang mở bán,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(45.385, 64.577]",60.0,9.5,15.8,2024-10-24,5.0,5.0,tân bình,96400.0,ni sư huỳnh liên,,cá nhân/môi giới,Đã bàn giao,"ni sư huỳnh liên, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(102.962, 122.154]",121.0,4.9,4.0,2024-10-24,5.0,5.0,nhà bè,20300.0,lê thị tám,,cá nhân/môi giới,Đã bàn giao,"lê thị tám, nhà bè, Hồ Chí Minh, Vietnam",10.696773,106.739378
,,Tin thường,"(64.577, 83.769]",83.0,3.2,3.9,2024-10-24,3.0,2.0,quận 8,61907.186544342505,,1668.0,Công ty CP Đầu tư Năm Bảy Bảy,Đã bàn giao,", quận 8, Hồ Chí Minh, Vietnam",10.7216,106.629241
Tây,Tây,Tin thường,"(83.769, 102.962]",90.0,12.5,13.9,2024-10-29,5.0,4.0,quận 9,59327.65113974232,,296.0,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(45.385, 64.577]",58.2,3.61,6.2,2024-10-22,5.0,4.0,bình tân,59300.0,hồ học lãm,,cá nhân/môi giới,Đã bàn giao,"hồ học lãm, bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
Nam,Bắc,Tin thường,"(64.577, 83.769]",75.0,339.75,453.0,2024-10-24,2.0,2.0,quận 7,80628.373015873,,,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(141.346, 160.538]",160.0,17.5,10.9,2024-10-24,2.0,2.0,bình tân,81600.0,lê văn quới,,cá nhân/môi giới,Đã bàn giao,"lê văn quới, bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
,,Tin thường,"(64.577, 83.769]",67.0,5.9,8.8,2024-10-24,2.0,2.0,bình thạnh,166100.0,xô viết nghệ tĩnh,,cá nhân/môi giới,Đã bàn giao,"xô viết nghệ tĩnh, bình thạnh, Hồ Chí Minh, Vietnam",10.796923,106.71135
,,Tin thường,"(83.769, 102.962]",88.0,3.2,3.6,2024-10-24,3.0,2.0,tân phú,85100.0,trịnh đình thảo,,Công ty CP Phát triển nhà Bắc Trung Nam,Đã bàn giao,"trịnh đình thảo, tân phú, Hồ Chí Minh, Vietnam",10.79299,106.628352
