Title,Price,Address,Price per m2,Area,Bedrooms,Toilets,Published At,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,Project Title,Status,Number of Apartments,Number of Buildings,Developer,Project Address
,"7,19 tỷ","Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",,"79,4 m²",2 phòng,1 phòng,06/10/2024,"79,4 m²","7,19 tỷ",Đông - Nam,Đông - Nam,06/10/2024,21/10/2024,Tin thường,40341445,Sun Symphony Residence,Đang cập nhật tiến độ,1.373,3,Tập đoàn Sun Group,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng"
,"2,6 tỷ","Đường Nguyễn Văn Cừ, Phường 2, Quận 5, Hồ Chí Minh",,21 m²,2 phòng,2 phòng,18/10/2024,21 m²,"2,6 tỷ",,,18/10/2024,28/10/2024,Tin thường,41254132,,,,,,"Đường Nguyễn Văn Cừ, Phường 2, Quận 5, Hồ Chí Minh"
,"4,66 tỷ","Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Hồ Chí Minh",,58 m²,4 phòng,5 phòng,18/10/2024,58 m²,"4,66 tỷ",,,18/10/2024,28/10/2024,Tin thường,40846620,,,,,,"Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Hồ Chí Minh"
,78 triệu,"Mai Lâm, Đông Anh, Hà Nội",,65 m²,,,18/10/2024,65 m²,78 triệu,,,18/10/2024,28/10/2024,Tin thường,41249660,,,,,,"Mai Lâm, Đông Anh, Hà Nội"
,"3,35 tỷ","Đường Quốc Lộ 13, Phường Vĩnh Phú, Thuận An, Bình Dương",,76 m²,2 phòng,1 phòng,17/10/2024,76 m²,"3,35 tỷ",Đông - Bắc,Đông - Bắc,17/10/2024,01/11/2024,Tin thường,41239024,,,,,,"Đường Quốc Lộ 13, Phường Vĩnh Phú, Thuận An, Bình Dương"
,50 triệu/m²,"TTTM Chợ Mơ, Phố Bạch Mai, Phường Trương Định, Hai Bà Trưng, Hà Nội",,178 m²,3 phòng,3 phòng,18/10/2024,178 m²,50 triệu/m²,Đông - Bắc,Đông - Nam,18/10/2024,25/10/2024,Tin VIP Kim Cương,41247677,Trung tâm thương mại Chợ Mơ,Đang cập nhật tiến độ,Công ty CP Đầu tư và Phát triển Hạ tầng VINACONEX - ALPHANAM,,Công ty CP Đầu tư và Phát triển Hạ tầng VINACONEX - ALPHANAM,"TTTM Chợ Mơ, Phố Bạch Mai, Phường Trương Định, Hai Bà Trưng, Hà Nội"
,"9,8 tỷ","Đường Số 21, Phường 10, Quận 6, Hồ Chí Minh",,68 m²,4 phòng,5 phòng,12/10/2024,68 m²,"9,8 tỷ",Tây,Tây,12/10/2024,27/10/2024,Tin thường,39979298,,,,,,"Đường Số 21, Phường 10, Quận 6, Hồ Chí Minh"
,29 tỷ,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",,400 m²,7 phòng,7 phòng,02/10/2024,400 m²,29 tỷ,,,02/10/2024,01/11/2024,Tin thường,39579220,Vista Verde,Đã bàn giao,45-318 m²,1.152,CapitaLand Development (Việt Nam),"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
,Thỏa thuận,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",,59 m²,2 phòng,,18/10/2024,59 m²,Thỏa thuận,,,18/10/2024,28/10/2024,Tin VIP Kim Cương,39707439,Glory Heights - Vinhomes Grand Park,6/7/2023: Mở bán đợt 1,27-103 m²,3.000,Tập đoàn Vingroup,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
,"3,8 tỷ","Đường Mai Thị Lựu, Phường Đa Kao, Quận 1, Hồ Chí Minh",,146 m²,,22 phòng,18/10/2024,146 m²,"3,8 tỷ",,,18/10/2024,28/10/2024,Tin thường,40738733,,,,,,"Đường Mai Thị Lựu, Phường Đa Kao, Quận 1, Hồ Chí Minh"
,22 tỷ,"Đường Dương Tự Quán, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",,180 m²,4 phòng,5 phòng,14/10/2024,180 m²,22 tỷ,Bắc,Bắc,14/10/2024,24/10/2024,Tin thường,41202797,,,,,,"Đường Dương Tự Quán, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng"
,28 tỷ,"Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Hồ Chí Minh",,113 m²,5 phòng,6 phòng,18/10/2024,113 m²,28 tỷ,,,18/10/2024,28/10/2024,Tin thường,41049625,,,,,,"Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Hồ Chí Minh"
,Thỏa thuận,"HDI Tower, Lê Đại Hành, Lê Đại Hành, Hai Bà Trưng, Hà Nội",,90 m²,2 phòng,2 phòng,18/10/2024,90 m²,Thỏa thuận,,,18/10/2024,28/10/2024,Tin thường,41249659,HDI Tower,Đã bàn giao,Tổng Công ty Đầu tư và Phát triển nhà Hà Nội (HANDICO),,Tổng Công ty Đầu tư và Phát triển nhà Hà Nội (HANDICO),"HDI Tower, Lê Đại Hành, Lê Đại Hành, Hai Bà Trưng, Hà Nội"
,"2,15 tỷ","Dự án Blue Sky Tower, Đường A4, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,66 m²,2 phòng,2 phòng,19/10/2024,66 m²,"2,15 tỷ",,Đông - Nam,19/10/2024,29/10/2024,Tin thường,41084812,Blue Sky Tower,Đã bàn giao,47-117 m²,260,Công ty CP Tư vấn -Thương mại - Dịch vụ Địa ốc Hoàng Quân,"Dự án Blue Sky Tower, Đường A4, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
,"9,5 tỷ","Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội",,35 m²,1 phòng,1 phòng,16/10/2024,35 m²,"9,5 tỷ",Bắc,Bắc,16/10/2024,26/10/2024,Tin thường,41099269,,,,,,"Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội"
,5 tỷ,"Đường Phan Đình Giót, Phường Phương Liệt, Thanh Xuân, Hà Nội",,38 m²,3 phòng,,18/10/2024,38 m²,5 tỷ,,,18/10/2024,28/10/2024,Tin thường,41254139,,,,,,"Đường Phan Đình Giót, Phường Phương Liệt, Thanh Xuân, Hà Nội"
,Thỏa thuận,"Dự án Diamond Alnata Plus - Celadon City, Quận Tân Phú, Hồ Chí Minh",,"85,4 m²",2 phòng,2 phòng,18/10/2024,"85,4 m²",Thỏa thuận,Đông - Bắc,Nam,18/10/2024,02/11/2024,Tin VIP Kim Cương,40900198,Diamond Alnata Plus - Celadon City,Đã bàn giao,73-230 m²,546,Công ty Cổ phần Gamuda Land Việt Nam,"Dự án Diamond Alnata Plus - Celadon City, Quận Tân Phú, Hồ Chí Minh"
,"6,6 tỷ","đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",,45 m²,8 phòng,,12/10/2024,45 m²,"6,6 tỷ",,,12/10/2024,22/10/2024,Tin thường,40928822,,,,,,"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội"
,Thỏa thuận,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",,69 m²,2 phòng,2 phòng,14/10/2024,69 m²,Thỏa thuận,,,14/10/2024,21/10/2024,Tin VIP Kim Cương,28153391,Masteri Thảo Điền,Đã bàn giao,45-100 m²,3.021,Masterise Homes,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
,"5,06 tỷ","Dự án Diamond Brilliant, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",,96 m²,2 phòng,2 phòng,13/10/2024,96 m²,"5,06 tỷ",,,13/10/2024,23/10/2024,Tin thường,41097543,Diamond Brilliant,Đã bàn giao,90-160 m²,Công ty Cổ phần Gamuda Land Việt Nam,Công ty Cổ phần Gamuda Land Việt Nam,"Dự án Diamond Brilliant, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
,"7,2 tỷ","Đường Yên Phụ, Phường Yên Phụ, Tây Hồ, Hà Nội",,30 m²,4 phòng,4 phòng,14/10/2024,30 m²,"7,2 tỷ",Đông - Nam,Đông - Nam,14/10/2024,24/10/2024,Tin thường,40179916,,,,,,"Đường Yên Phụ, Phường Yên Phụ, Tây Hồ, Hà Nội"
,4 tỷ,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",,40 m²,,,18/10/2024,40 m²,4 tỷ,,,18/10/2024,28/10/2024,Tin thường,41254138,,,,,,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội"
,Thỏa thuận,"Chung cư Sails Tower, Cầu Bươu, Kiến Hưng, Hà Đông, Hà Nội",,62 m²,2 phòng,1 phòng,19/10/2024,62 m²,Thỏa thuận,Đông,Tây,19/10/2024,29/10/2024,Tin thường,41256804,Chung cư Sails Tower,Đang cập nhật tiến độ,Công ty TNHH Khải Hưng,,Công ty TNHH Khải Hưng,"Chung cư Sails Tower, Cầu Bươu, Kiến Hưng, Hà Đông, Hà Nội"
,"14,1 tỷ","Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",,77 m²,2 phòng,2 phòng,04/10/2024,77 m²,"14,1 tỷ",Tây - Nam,Đông - Bắc,04/10/2024,19/10/2024,Tin VIP Kim Cương,40284815,The Opera Residence,Đang mở bán,646,2,Đang cập nhật,"Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh"
,880 triệu,"Đường 28, Xã Vĩnh Tân, Tân Uyên, Bình Dương",,100 m²,,,18/10/2024,100 m²,880 triệu,,,18/10/2024,28/10/2024,Tin thường,39174270,,,,,,"Đường 28, Xã Vĩnh Tân, Tân Uyên, Bình Dương"
,"13,5 tỷ","Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh",,126 m²,4 phòng,5 phòng,18/10/2024,126 m²,"13,5 tỷ",,,18/10/2024,28/10/2024,Tin thường,40348956,,,,,,"Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh"
,500 triệu,"Đường Quốc Lộ 13, Xã Minh Hưng, Chơn Thành, Bình Phước",,1.000 m²,,,18/10/2024,1.000 m²,500 triệu,,,18/10/2024,28/10/2024,Tin thường,41247509,,,,,,"Đường Quốc Lộ 13, Xã Minh Hưng, Chơn Thành, Bình Phước"
,Thỏa thuận,"Dự án Chung cư The Senique Hanoi , Xã Dương Xá, Gia Lâm, Hà Nội",,62 m²,2 phòng,2 phòng,15/10/2024,62 m²,Thỏa thuận,Tây - Bắc,Đông - Nam,15/10/2024,22/10/2024,Tin VIP Kim Cương,41147739,Chung cư The Senique Hanoi,Đang cập nhật tiến độ,42-430 m²,2.150,CapitaLand Development (Việt Nam),"Dự án Chung cư The Senique Hanoi , Xã Dương Xá, Gia Lâm, Hà Nội"
,"8,1 tỷ","Phường Thịnh Liệt, Hoàng Mai, Hà Nội",,45 m²,2 phòng,2 phòng,16/10/2024,45 m²,"8,1 tỷ",,,16/10/2024,26/10/2024,Tin thường,41228711,,,,,,"Phường Thịnh Liệt, Hoàng Mai, Hà Nội"
,"3,89 tỷ","Đường Trần Não, Phường An Khánh, Thủ Đức, Hồ Chí Minh",,65 m²,,,19/10/2024,65 m²,"3,89 tỷ",,,19/10/2024,29/10/2024,Tin thường,41256803,,,,,,"Đường Trần Não, Phường An Khánh, Thủ Đức, Hồ Chí Minh"
,"14,5 tỷ","The River Thủ Thiêm, Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh",,76 m²,,,18/10/2024,76 m²,"14,5 tỷ",,,18/10/2024,25/10/2024,Tin VIP Kim Cương,41240291,The River Thủ Thiêm,Đã bàn giao,57-185 m²,525,Công Ty Cổ phần Phát triển Bất động sản Refico,"The River Thủ Thiêm, Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh"
,"1,35 tỷ","Đường ĐT 769, Xã Bình Sơn, Long Thành, Đồng Nai",,171 m²,,,18/10/2024,171 m²,"1,35 tỷ",,,18/10/2024,28/10/2024,Tin thường,40756892,,,,,,"Đường ĐT 769, Xã Bình Sơn, Long Thành, Đồng Nai"
,"1,6 tỷ","Khu căn hộ IDICO Tân Phú, Lũy Bán Bích, Hòa Thạnh, Tân Phú, Hồ Chí Minh",,50 m²,2 phòng,1 phòng,19/10/2024,50 m²,"1,6 tỷ",,,19/10/2024,03/11/2024,Tin thường,41256802,Khu căn hộ IDICO Tân Phú,đã bàn giao,42-72 m²,741,Tổng Công ty Đầu tư Phát triển Đô thị và KCN Việt Nam - TNHH MTV,"Khu căn hộ IDICO Tân Phú, Lũy Bán Bích, Hòa Thạnh, Tân Phú, Hồ Chí Minh"
,"12,5 tỷ","Dự án Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",,60 m²,,,18/10/2024,60 m²,"12,5 tỷ",,,18/10/2024,25/10/2024,Tin VIP Kim Cương,41246238,Khu đô thị Geleximco - Lê Trọng Tấn,Đã bàn giao,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"Dự án Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội"
,850 triệu,"Thôn 9, Xã Ba Trại, Ba Vì, Hà Nội",,256 m²,,,10/10/2024,256 m²,850 triệu,Đông - Bắc,,10/10/2024,25/10/2024,Tin thường,41171792,,,,,,"Thôn 9, Xã Ba Trại, Ba Vì, Hà Nội"
,30 tỷ,"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",,180 m²,6 phòng,4 phòng,18/10/2024,180 m²,30 tỷ,Đông - Nam,Đông - Nam,18/10/2024,02/11/2024,Tin VIP Kim Cương,39234897,The Empire - Vinhomes Ocean Park 2,Đã bàn giao 1000 căn,36 – 90 m²,5,Tập đoàn Vingroup,"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên"
,Thỏa thuận,"Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",,10.000 m²,,,18/10/2024,10.000 m²,Thỏa thuận,,,18/10/2024,28/10/2024,Tin thường,40439807,,,,,,"Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội."
,"12,7 tỷ","Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",,92 m²,4 phòng,3 phòng,12/10/2024,92 m²,"12,7 tỷ",Bắc,Bắc,12/10/2024,27/10/2024,Tin thường,40749599,,,,,,"Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh"
,"4,55 tỷ","Minh Khai, Hai Bà Trưng, Hà Nội",,25 m²,3 phòng,3 phòng,16/10/2024,25 m²,"4,55 tỷ",,,16/10/2024,26/10/2024,Tin thường,41223192,,,,,,"Minh Khai, Hai Bà Trưng, Hà Nội"
,"53,5 triệu/m²","Dự án Peninsula Đà Nẵng , Đường Lê Văn Duyệt, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",,"62,7 m²",2 phòng,2 phòng,18/10/2024,"62,7 m²","53,5 triệu/m²",Đông,Đông,18/10/2024,25/10/2024,Tin VIP Kim Cương,39872224,Peninsula Đà Nẵng,Đang nhận booking,45-301 m²,941,Công ty Cổ phần Tập đoàn Đông Đô,"Dự án Peninsula Đà Nẵng , Đường Lê Văn Duyệt, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng"
,"3,3 tỷ","Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",,71 m²,,,19/10/2024,71 m²,"3,3 tỷ",Đông - Nam,,19/10/2024,29/10/2024,Tin thường,41256801,,,,,,"Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
,"6,15 tỷ","Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",,70 m²,,,18/10/2024,70 m²,"6,15 tỷ",,,18/10/2024,28/10/2024,Tin thường,41254131,Times City,Đã bàn giao,12.000,23,Tập đoàn Vingroup,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội"
,142 triệu/m²,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",,108 m²,5 phòng,6 phòng,09/10/2024,108 m²,142 triệu/m²,Đông,Đông - Nam,09/10/2024,24/10/2024,Tin VIP Kim Cương,41161147,Sun Symphony Residence,Đang cập nhật tiến độ,1.373,3,Tập đoàn Sun Group,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng"
,"4,86 tỷ","Dự án 90 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",,71 m²,2 phòng,2 phòng,13/10/2024,71 m²,"4,86 tỷ",Đông - Nam,Tây - Bắc,13/10/2024,23/10/2024,Tin thường,41194892,Khu nhà ở 90 Nguyễn Tuân,Đã bàn giao,63-146 m²,2,Công ty CP Sông Đà 7,"Dự án 90 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội"
,"1,65 tỷ","Dự án C-SkyView, Đường D8, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương",,53 m²,1 phòng,1 phòng,01/10/2024,53 m²,"1,65 tỷ",Đông - Nam,,01/10/2024,31/10/2024,Tin thường,41070221,C-SkyView,7/2023: Đã bàn giao sổ hồng,53 - 103 m²,1.166,Công ty CP Quốc Cường Gia Lai,"Dự án C-SkyView, Đường D8, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương"
,"6,2 tỷ","Phường Đội Cấn, Ba Đình, Hà Nội",,41 m²,4 phòng,,18/10/2024,41 m²,"6,2 tỷ",,,18/10/2024,28/10/2024,Tin thường,41254130,,,,,,"Phường Đội Cấn, Ba Đình, Hà Nội"
,Thỏa thuận,"Dự án Him Lam Thường Tín, Đường Trần Phú, Thị trấn Thường Tín, Thường Tín, Hà Nội",,81 m²,,,18/10/2024,81 m²,Thỏa thuận,,,18/10/2024,28/10/2024,Tin VIP Kim Cương,40902557,Him Lam Thường Tín,Đang mở bán,69-157 m²,159,Đang cập nhật,"Dự án Him Lam Thường Tín, Đường Trần Phú, Thị trấn Thường Tín, Thường Tín, Hà Nội"
,"1,95 tỷ","Dự án Seaview Chí Linh, Đường Nguyễn Hữu Cảnh, Phường 10, Vũng Tàu, Bà Rịa Vũng Tàu",,100 m²,2 phòng,2 phòng,14/10/2024,100 m²,"1,95 tỷ",Đông - Bắc,Đông - Nam,14/10/2024,24/10/2024,Tin thường,41202139,Seaview Chí Linh,Đang cập nhật tiến độ,Tổng công ty CP Đầu tư Phát triển Xây dựng (Dic Corp),,Tổng công ty CP Đầu tư Phát triển Xây dựng (Dic Corp),"Dự án Seaview Chí Linh, Đường Nguyễn Hữu Cảnh, Phường 10, Vũng Tàu, Bà Rịa Vũng Tàu"
,130 tỷ,"Đường Võ Văn Tần, Phường 6, Quận 3, Hồ Chí Minh.",,390 m²,,,14/10/2024,390 m²,130 tỷ,,,14/10/2024,24/10/2024,Tin thường,41200392,,,,,,"Đường Võ Văn Tần, Phường 6, Quận 3, Hồ Chí Minh."
,25 tỷ,"Phố Ngụy Như Kon Tum, Phường Nhân Chính, Thanh Xuân, Hà Nội",,60 m²,4 phòng,4 phòng,13/10/2024,60 m²,25 tỷ,,,13/10/2024,23/10/2024,Tin thường,41196452,,,,,,"Phố Ngụy Như Kon Tum, Phường Nhân Chính, Thanh Xuân, Hà Nội"
,27 triệu/m²,"Sun Urban City, Lam Hạ, Phủ Lý, Hà Nam",,45 m²,3 phòng,2 phòng,18/10/2024,45 m²,27 triệu/m²,Tây,Nam,18/10/2024,25/10/2024,Tin VIP Kim Cương,41245597,Sun Urban City,Sắp mở bán,15.000,40,Tập đoàn Sun Group,"Sun Urban City, Lam Hạ, Phủ Lý, Hà Nam"
,"1,8 tỷ","Dự án Riverview Lương Sơn, Thị trấn Lương Sơn, Lương Sơn, Hòa Bình",,"84,6 m²",,,16/10/2024,"84,6 m²","1,8 tỷ",,,16/10/2024,15/11/2024,Tin thường,41227793,Riverview Lương Sơn,Đang cập nhật tiến độ,Đang cập nhật,,Đang cập nhật,"Dự án Riverview Lương Sơn, Thị trấn Lương Sơn, Lương Sơn, Hòa Bình"
,"13,6 tỷ","Đường Nguyễn Chánh, Phường Trung Hòa, Cầu Giấy, Hà Nội",,60 m²,,,15/10/2024,60 m²,"13,6 tỷ",,,15/10/2024,25/10/2024,Tin thường,40703149,,,,,,"Đường Nguyễn Chánh, Phường Trung Hòa, Cầu Giấy, Hà Nội"
,55 triệu/m²,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",,88 m²,3 phòng,2 phòng,08/10/2024,88 m²,55 triệu/m²,Đông - Nam,Đông - Nam,08/10/2024,23/10/2024,Tin VIP Kim Cương,41148908,Sun Symphony Residence,Đang cập nhật tiến độ,1.373,3,Tập đoàn Sun Group,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng"
,"6,3 tỷ","The Golden Palm Lê Văn Lương, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội",,84 m²,2 phòng,2 phòng,15/10/2024,84 m²,"6,3 tỷ",Tây - Bắc,Đông - Nam,15/10/2024,30/10/2024,Tin thường,41213841,The Golden Palm Lê Văn Lương,Đã bàn giao,Công ty CP xây dựng số 1 Hà Nội,,Công ty CP xây dựng số 1 Hà Nội,"The Golden Palm Lê Văn Lương, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội"
,37 tỷ,"Đường Nguyễn Văn Trỗi, Phường 10, Phú Nhuận, Hồ Chí Minh",,110 m²,,,14/10/2024,110 m²,37 tỷ,,,14/10/2024,24/10/2024,Tin thường,41208611,,,,,,"Đường Nguyễn Văn Trỗi, Phường 10, Phú Nhuận, Hồ Chí Minh"
,950 triệu,"Xã An Phước, Long Thành, Đồng Nai",,100 m²,,,02/10/2024,100 m²,950 triệu,,,02/10/2024,01/11/2024,Tin thường,40462821,,,,,,"Xã An Phước, Long Thành, Đồng Nai"
,"13,5 tỷ","Phố Ngọc Khánh, Phường Ngọc Khánh, Ba Đình, Hà Nội",,46 m²,4 phòng,5 phòng,19/10/2024,46 m²,"13,5 tỷ",Đông,Đông,19/10/2024,29/10/2024,Tin thường,41257043,,,,,,"Phố Ngọc Khánh, Phường Ngọc Khánh, Ba Đình, Hà Nội"
,"3,2 tỷ","Dự án The Pegasuite, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",,60 m²,2 phòng,2 phòng,17/10/2024,60 m²,"3,2 tỷ",,,17/10/2024,27/10/2024,Tin VIP Kim Cương,37781215,The Pegasuite,Bàn giao năm 2019,1.150,3,Công ty CP Đầu tư và Kinh doanh Bất động sản Phương Việt (PVInvest),"Dự án The Pegasuite, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh"
,5 tỷ,"Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",,45 m²,4 phòng,,16/10/2024,45 m²,5 tỷ,,,16/10/2024,15/11/2024,Tin thường,39169681,,,,,,"Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh"
,"5,55 tỷ","Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",,50 m²,,,07/10/2024,50 m²,"5,55 tỷ",Tây,,07/10/2024,22/10/2024,Tin thường,41129544,,,,,,"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội"
,"2,65 tỷ","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,68 m²,2 phòng,2 phòng,15/10/2024,68 m²,"2,65 tỷ",,,15/10/2024,22/10/2024,Tin VIP Kim Cương,34655700,Q7 Saigon Riverside,Đã bàn giao căn hộ,53-86 m²,3.580,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
,Thỏa thuận,"Dự án KĐT Phú Lương, Phường Phú Lương, Hà Đông, Hà Nội",,86 m²,6 phòng,5 phòng,12/10/2024,86 m²,Thỏa thuận,,,12/10/2024,22/10/2024,Tin thường,40405863,Khu đô thị mới Phú Lương,Đang mở bán,Công ty CP Sông Đà 2,,Công ty CP Sông Đà 2,"Dự án KĐT Phú Lương, Phường Phú Lương, Hà Đông, Hà Nội"
,"18,5 tỷ","Nguyễn Sỹ Sách, Tân Bình, Hồ Chí Minh",,213 m²,7 phòng,4 phòng,19/10/2024,213 m²,"18,5 tỷ",,,19/10/2024,29/10/2024,Tin thường,41257042,,,,,,"Nguyễn Sỹ Sách, Tân Bình, Hồ Chí Minh"
,"11,9 tỷ","Đường Phan Đăng Lưu, Phường 1, Phú Nhuận, Hồ Chí Minh",,56 m²,4 phòng,4 phòng,15/10/2024,56 m²,"11,9 tỷ",,,15/10/2024,25/10/2024,Tin thường,40657130,,,,,,"Đường Phan Đăng Lưu, Phường 1, Phú Nhuận, Hồ Chí Minh"
,"2,15 tỷ","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,53 m²,1 phòng,1 phòng,17/10/2024,53 m²,"2,15 tỷ",,,17/10/2024,24/10/2024,Tin VIP Kim Cương,36909607,Q7 Saigon Riverside,Đã bàn giao căn hộ,53-86 m²,3.580,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
,"6,7 tỷ","Phố Đường Thành, Phường Cửa Đông, Hoàn Kiếm, Hà Nội",,30 m²,,,19/10/2024,30 m²,"6,7 tỷ",,,19/10/2024,29/10/2024,Tin thường,41169678,,,,,,"Phố Đường Thành, Phường Cửa Đông, Hoàn Kiếm, Hà Nội"
,Thỏa thuận,"Đường Cô Giang, Phường 2, Phú Nhuận, Hồ Chí Minh",,"70,8 m²",5 phòng,5 phòng,18/10/2024,"70,8 m²",Thỏa thuận,,,18/10/2024,28/10/2024,Tin thường,40754790,,,,,,"Đường Cô Giang, Phường 2, Phú Nhuận, Hồ Chí Minh"
,33 tỷ,"Phố Phố Vọng, Phường Phương Liệt, Thanh Xuân, Hà Nội",,138 m²,,,18/10/2024,138 m²,33 tỷ,,,18/10/2024,28/10/2024,Tin thường,41250074,,,,,,"Phố Phố Vọng, Phường Phương Liệt, Thanh Xuân, Hà Nội"
